ID,Year,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
willike02,2004,Kevin Willis,C,41,SAS,7,0,25,3,8,.375,0,1,.000,3,7,.429,.375,0,1,.000,0,6,6,0,1,0,0,5,6
woodslo01,2004,Loren Woods,C,25,MIA,1,0,2,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
artesro01,2004,Metta World Peace,SF,24,IND,15,15,584,98,259,.378,19,66,.288,79,193,.409,.415,61,85,.718,24,74,98,48,21,16,37,45,276
wrighlo02,2004,Lorenzen Wright,C,28,MEM,4,4,100,10,23,.435,0,0,,10,23,.435,.435,2,6,.333,5,12,17,2,4,2,5,15,22
zhizhwa01,2004,Wang Zhizhi,C,26,MIA,3,0,7,0,0,,0,0,,0,0,,,0,0,,0,0,0,1,0,0,1,1,0
allenra02,2005,Ray Allen,SG,29,SEA,11,11,436,102,215,.474,31,82,.378,71,133,.534,.547,56,63,.889,12,35,47,43,14,4,34,22,291
allento01,2005,Tony Allen,SG,23,BOS,7,3,90,8,18,.444,0,0,,8,18,.444,.444,3,7,.429,4,8,12,2,3,2,5,17,19
andersh01,2005,Shandon Anderson,SF,31,MIA,8,0,97,3,12,.250,0,1,.000,3,11,.273,.250,2,2,1.000,3,16,19,8,5,0,6,10,8
anthoca01,2005,Carmelo Anthony,SF,20,DEN,5,5,180,35,83,.422,0,1,.000,35,82,.427,.422,26,32,.813,14,13,27,10,3,1,13,20,96
arenagi01,2005,Gilbert Arenas,PG,23,WAS,10,10,450,73,194,.376,18,77,.234,55,117,.470,.423,72,94,.766,8,44,52,62,21,6,39,34,236
armstda01,2005,Darrell Armstrong,PG,36,DAL,9,0,66,8,16,.500,2,8,.250,6,8,.750,.563,0,0,,3,1,4,9,3,2,2,9,18
arroyca01,2005,Carlos Arroyo,PG,25,DET,19,0,150,16,45,.356,0,1,.000,16,44,.364,.356,8,12,.667,1,9,10,39,4,2,10,19,40
banksma01,2005,Marcus Banks,PG,23,BOS,7,0,106,13,29,.448,3,6,.500,10,23,.435,.500,3,6,.500,1,10,11,7,4,0,6,16,32
barbole01,2005,Leandro Barbosa,PG,22,PHO,12,0,116,12,35,.343,4,10,.400,8,25,.320,.400,2,4,.500,5,12,17,12,3,0,5,8,30
barrybr01,2005,Brent Barry,SG,33,SAS,23,8,555,48,105,.457,28,66,.424,20,39,.513,.590,17,21,.810,13,43,56,44,15,4,27,44,141
barryjo01,2005,Jon Barry,SG,35,HOU,7,0,183,21,48,.438,11,23,.478,10,25,.400,.552,7,8,.875,1,28,29,9,5,0,6,13,60
battish01,2005,Shane Battier,SG,26,MEM,4,4,119,13,31,.419,1,7,.143,12,24,.500,.435,2,5,.400,10,17,27,6,2,4,4,14,29
besttr01,2005,Travis Best,PG,32,NJN,4,0,82,9,22,.409,1,9,.111,8,13,.615,.432,8,9,.889,2,4,6,9,1,0,3,9,27
bibbymi01,2005,Mike Bibby,PG,26,SAC,5,5,200,36,92,.391,5,23,.217,31,69,.449,.418,21,27,.778,5,17,22,33,7,2,13,11,98
billuch01,2005,Chauncey Billups,PG,28,DET,25,25,985,145,339,.428,44,126,.349,101,213,.474,.493,133,149,.893,23,85,108,162,25,5,49,71,467
blakest01,2005,Steve Blake,PG,24,WAS,4,0,17,1,4,.250,0,1,.000,1,3,.333,.250,0,0,,0,3,3,2,0,0,1,3,2
blounma01,2005,Mark Blount,C,29,BOS,4,0,43,4,14,.286,0,0,,4,14,.286,.286,0,2,.000,3,3,6,1,0,0,5,6,8
bowenbr01,2005,Bruce Bowen,SF,33,SAS,23,23,814,46,128,.359,29,67,.433,17,61,.279,.473,11,17,.647,9,57,66,36,11,13,15,77,132
bowenry01,2005,Ryan Bowen,SF,29,HOU,7,3,125,8,25,.320,0,0,,8,25,.320,.320,2,3,.667,7,7,14,6,6,0,6,23,18
boykiea01,2005,Earl Boykins,PG,28,DEN,5,1,152,27,68,.397,0,7,.000,27,61,.443,.397,17,19,.895,2,3,5,19,4,1,9,13,71
bradlsh01,2005,Shawn Bradley,C,32,DAL,7,0,27,4,6,.667,0,0,,4,6,.667,.667,1,2,.500,4,2,6,0,0,2,0,7,9
brownde02,2005,Devin Brown,SG,26,SAS,12,0,60,7,20,.350,3,7,.429,4,13,.308,.425,4,7,.571,1,6,7,3,1,0,1,3,21
brownkw01,2005,Kwame Brown,PF,22,WAS,3,0,60,5,13,.385,0,0,,5,13,.385,.385,5,9,.556,4,11,15,3,0,2,2,5,15
buckngr01,2005,Greg Buckner,SG,28,DEN,5,2,100,4,18,.222,2,9,.222,2,9,.222,.278,0,0,,1,15,16,5,2,1,3,14,10
buforro01,2005,Rodney Buford,SF,27,NJN,3,0,4,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
burksan01,2005,Antonio Burks,PG,24,MEM,1,0,3,0,0,,0,0,,0,0,,,0,0,,0,0,0,1,0,0,0,0,0
butlera01,2005,Rasual Butler,SF,25,MIA,12,1,182,22,59,.373,11,30,.367,11,29,.379,.466,1,3,.333,1,17,18,7,1,1,2,21,56
cambyma01,2005,Marcus Camby,C,30,DEN,5,5,184,17,41,.415,0,0,,17,41,.415,.415,17,27,.630,4,52,56,9,3,16,11,18,51
campbel01,2005,Elden Campbell,C,36,DET,10,0,57,4,13,.308,0,0,,4,13,.308,.308,4,8,.500,3,15,18,5,2,0,4,13,12
cardibr01,2005,Brian Cardinal,PF,27,MEM,4,0,78,9,23,.391,0,4,.000,9,19,.474,.391,8,11,.727,2,10,12,2,3,0,1,11,26
cartevi01,2005,Vince Carter,SF,28,NJN,4,4,179,35,96,.365,6,19,.316,29,77,.377,.396,31,36,.861,9,25,34,23,9,0,15,17,107
chandty01,2005,Tyson Chandler,C,22,CHI,6,0,172,19,40,.475,0,0,,19,40,.475,.475,32,46,.696,29,29,58,8,1,13,8,27,70
collija04,2005,Jason Collins,C,26,NJN,4,4,128,4,17,.235,0,0,,4,17,.235,.235,3,8,.375,9,17,26,1,2,0,5,19,11
collini01,2005,Nick Collison,C,24,SEA,11,0,218,37,61,.607,1,1,1.000,36,60,.600,.615,17,27,.630,22,33,55,5,3,5,6,40,92
croshau01,2005,Austin Croshere,PF,29,IND,10,0,88,4,10,.400,2,4,.500,2,6,.333,.500,15,18,.833,7,10,17,0,4,1,6,10,25
dalemsa01,2005,Samuel Dalembert,C,23,PHI,5,5,192,26,47,.553,0,0,,26,47,.553,.553,6,15,.400,18,46,64,2,2,7,9,19,58
dampier01,2005,Erick Dampier,C,29,DAL,13,13,308,40,67,.597,0,1,.000,40,66,.606,.597,11,28,.393,51,46,97,7,7,18,12,54,91
daniean01,2005,Antonio Daniels,PG,29,SEA,11,3,331,44,94,.468,4,14,.286,40,80,.500,.489,60,70,.857,4,27,31,49,11,0,11,13,152
daniema01,2005,Marquis Daniels,SG,24,DAL,11,0,165,26,60,.433,1,6,.167,25,54,.463,.442,19,27,.704,15,19,34,14,6,3,13,15,72
davisan01,2005,Antonio Davis,PF,36,CHI,6,6,175,20,46,.435,0,0,,20,46,.435,.435,17,23,.739,17,24,41,11,4,4,9,25,57
davisda01,2005,Dale Davis,C,35,IND,13,13,311,26,58,.448,0,0,,26,58,.448,.448,17,25,.680,37,44,81,5,9,6,9,35,69
davisjo02,2005,Josh Davis,PF,24,PHI,2,0,4,0,1,.000,0,1,.000,0,0,,.000,0,0,,0,1,1,0,0,0,0,1,0
davisri01,2005,Ricky Davis,SG,25,BOS,7,2,240,32,74,.432,3,9,.333,29,65,.446,.453,20,26,.769,5,20,25,14,9,2,21,23,87
dixonju01,2005,Juan Dixon,SG,26,WAS,10,0,219,41,101,.406,11,34,.324,30,67,.448,.460,21,25,.840,3,23,26,13,7,0,12,19,114
doleami01,2005,Michael Doleac,C,27,MIA,9,0,65,7,16,.438,0,0,,7,16,.438,.438,2,2,1.000,2,12,14,0,1,1,3,13,16
doolike01,2005,Keyon Dooling,PG,24,MIA,15,0,264,43,87,.494,7,19,.368,36,68,.529,.534,17,21,.810,1,15,16,25,6,1,14,34,110
duhonch01,2005,Chris Duhon,PG,22,CHI,6,5,159,11,37,.297,6,22,.273,5,15,.333,.378,9,11,.818,6,20,26,21,2,0,12,6,37
duncati01,2005,Tim Duncan,PF,28,SAS,23,23,869,197,425,.464,1,5,.200,196,420,.467,.465,147,205,.717,87,199,286,63,8,52,62,66,542
duprero01,2005,Ronald Dupree,SF,24,DET,14,0,38,2,7,.286,0,0,,2,7,.286,.286,0,0,,2,4,6,0,0,0,1,6,4
elsonfr01,2005,Francisco Elson,C,28,DEN,1,0,6,0,1,.000,0,0,,0,1,.000,.000,0,0,,0,3,3,0,0,0,0,0,0
evansma01,2005,Maurice Evans,SG,26,SAC,3,0,56,6,10,.600,2,4,.500,4,6,.667,.700,4,5,.800,2,5,7,3,2,0,0,6,18
evansre01,2005,Reggie Evans,PF,24,SEA,11,11,208,15,37,.405,0,0,,15,37,.405,.405,11,21,.524,27,54,81,5,5,3,11,32,41
finlemi01,2005,Michael Finley,SG,31,DAL,13,13,491,65,153,.425,24,61,.393,41,92,.446,.503,16,18,.889,13,43,56,28,17,0,13,32,170
fortsda01,2005,Danny Fortson,C,28,SEA,11,0,105,12,21,.571,0,0,,12,21,.571,.571,12,15,.800,5,21,26,0,3,1,13,42,36
fosteje01,2005,Jeff Foster,C,28,IND,13,0,245,31,52,.596,0,0,,31,52,.596,.596,15,21,.714,46,50,96,5,6,12,8,27,77
fundela01,2005,Lawrence Funderburke,PF,34,CHI,5,0,28,1,2,.500,0,0,,1,2,.500,.500,1,2,.500,0,3,3,1,0,0,0,8,3
gasolpa01,2005,Pau Gasol,PF,24,MEM,4,4,133,39,80,.488,1,1,1.000,38,79,.481,.494,6,12,.500,15,15,30,10,2,7,7,12,85
gilled01,2005,Eddie Gill,PG,26,IND,7,0,45,5,16,.313,1,6,.167,4,10,.400,.344,13,15,.867,0,4,4,5,1,0,3,0,24
ginobma01,2005,Manu Ginobili,SG,27,SAS,23,15,772,145,286,.507,42,96,.438,103,190,.542,.580,147,185,.795,19,114,133,97,28,6,66,69,479
gordobe01,2005,Ben Gordon,SG,21,CHI,6,1,153,30,74,.405,7,22,.318,23,52,.442,.453,20,25,.800,6,10,16,15,5,2,13,18,87
greenwi01,2005,Willie Green,SG,23,PHI,5,0,63,8,18,.444,2,9,.222,6,9,.667,.500,9,10,.900,3,6,9,3,1,0,2,5,27
griffad01,2005,Adrian Griffin,SF,30,CHI,5,0,86,15,29,.517,0,0,,15,29,.517,.517,4,5,.800,5,15,20,9,5,0,3,14,34
hamda01,2005,Darvin Ham,SF,31,DET,14,0,24,1,3,.333,0,0,,1,3,.333,.333,2,2,1.000,3,0,3,0,0,0,0,2,4
hamilri01,2005,Richard Hamilton,SG,26,DET,25,25,1079,198,437,.453,10,34,.294,188,403,.467,.465,95,119,.798,30,78,108,107,21,3,78,79,501
harriot01,2005,Othella Harrington,PF,31,CHI,6,6,103,21,42,.500,0,0,,21,42,.500,.500,6,11,.545,6,9,15,3,1,0,8,19,48
harride01,2005,Devin Harris,PG,21,DAL,9,0,80,7,16,.438,2,6,.333,5,10,.500,.500,6,9,.667,0,11,11,11,4,1,10,5,22
hasleud01,2005,Udonis Haslem,PF,24,MIA,15,15,543,52,106,.491,0,0,,52,106,.491,.491,34,46,.739,38,112,150,15,8,6,18,48,138
haywobr01,2005,Brendan Haywood,C,25,WAS,10,10,296,39,72,.542,0,0,,39,72,.542,.542,28,44,.636,35,41,76,10,14,20,10,40,106
hendeal01,2005,Alan Henderson,PF,32,DAL,9,0,92,8,14,.571,0,0,,8,14,.571,.571,2,2,1.000,11,6,17,0,2,2,2,15,18
hilarne01,2005,Nene Hilario,C,22,DEN,5,0,101,9,21,.429,0,0,,9,21,.429,.429,15,23,.652,9,16,25,2,2,2,5,16,33
hinriki01,2005,Kirk Hinrich,PG,24,CHI,6,6,213,45,100,.450,17,33,.515,28,67,.418,.535,20,29,.690,4,18,22,35,12,4,14,18,127
horryro01,2005,Robert Horry,PF,34,SAS,23,0,618,73,163,.448,38,85,.447,35,78,.449,.564,30,41,.732,46,79,125,47,21,20,20,53,214
houseed01,2005,Eddie House,PG,26,SAC,3,0,23,3,8,.375,1,1,1.000,2,7,.286,.438,2,2,1.000,1,1,2,4,0,0,1,2,9
howarjo01,2005,Josh Howard,SF,24,DAL,13,13,428,78,155,.503,4,16,.250,74,139,.532,.516,41,55,.745,33,63,96,24,11,7,28,60,201
hughela01,2005,Larry Hughes,SG,26,WAS,10,10,401,68,181,.376,7,33,.212,61,148,.412,.395,64,77,.831,17,54,71,37,20,7,25,35,207
hunteli01,2005,Lindsey Hunter,SG,34,DET,25,0,374,36,113,.319,8,36,.222,28,77,.364,.354,16,22,.727,10,30,40,39,22,7,15,45,96
huntest01,2005,Steven Hunter,C,23,PHO,15,0,213,24,43,.558,0,0,,24,43,.558,.558,12,20,.600,17,21,38,3,1,18,8,25,60
iguodan01,2005,Andre Iguodala,SG,21,PHI,5,5,192,20,43,.465,3,9,.333,17,34,.500,.500,6,12,.500,8,15,23,15,14,5,5,12,49
iversal01,2005,Allen Iverson,PG,29,PHI,5,5,238,59,126,.468,12,29,.414,47,97,.485,.516,26,29,.897,0,11,11,50,10,2,21,12,156
jacksbo01,2005,Bobby Jackson,SG,31,SAC,5,0,79,10,37,.270,3,18,.167,7,19,.368,.311,3,3,1.000,2,4,6,9,1,1,3,5,26
jacksji01,2005,Jim Jackson,SF,34,PHO,15,6,474,63,129,.488,32,62,.516,31,67,.463,.612,7,8,.875,13,48,61,22,10,8,10,42,165
jacksma02,2005,Marc Jackson,C,30,PHI,5,0,65,5,20,.250,0,0,,5,20,.250,.250,7,11,.636,3,5,8,0,2,2,6,9,17
jacksst02,2005,Stephen Jackson,SF,26,IND,13,13,472,70,178,.393,20,63,.317,50,115,.435,.449,49,60,.817,7,43,50,29,25,6,34,39,209
jamesje01,2005,Jerome James,C,29,SEA,11,11,295,57,111,.514,0,0,,57,111,.514,.514,23,30,.767,33,42,75,5,6,20,14,48,137
jamesmi01,2005,Mike James,PG,29,HOU,7,0,171,29,62,.468,0,9,.000,29,53,.547,.468,23,24,.958,2,11,13,16,6,2,10,17,81
jamisan01,2005,Antawn Jamison,PF,28,WAS,10,10,380,73,162,.451,17,34,.500,56,128,.438,.503,22,32,.688,16,47,63,12,7,4,16,24,185
jeffeal01,2005,Al Jefferson,PF,20,BOS,7,0,136,17,41,.415,0,0,,17,41,.415,.415,9,12,.750,17,28,45,2,4,8,4,16,43
jefferi01,2005,Richard Jefferson,SF,24,NJN,4,1,140,20,50,.400,2,10,.200,18,40,.450,.420,21,31,.677,8,14,22,9,3,0,8,14,63
jeffrja01,2005,Jared Jeffries,SF,23,WAS,10,10,247,24,49,.490,3,6,.500,21,43,.488,.520,13,17,.765,19,22,41,18,9,9,13,34,64
johnsan02,2005,Anthony Johnson,PG,30,IND,13,4,316,27,77,.351,8,23,.348,19,54,.352,.403,29,36,.806,4,34,38,66,13,5,25,28,91
johnsde03,2005,DerMarr Johnson,SG,24,DEN,4,2,78,11,20,.550,4,11,.364,7,9,.778,.650,3,3,1.000,3,5,8,3,2,2,0,9,29
johnsjo02,2005,Joe Johnson,SF,23,PHO,9,9,355,63,125,.504,20,36,.556,43,89,.483,.584,23,33,.697,7,32,39,30,10,4,10,18,169
jonesda02,2005,Dahntay Jones,SG,24,MEM,3,0,71,8,21,.381,3,5,.600,5,16,.313,.452,3,4,.750,2,7,9,1,1,0,2,8,22
jonesda01,2005,Damon Jones,PG,28,MIA,15,15,498,62,129,.481,39,91,.429,23,38,.605,.632,18,30,.600,3,38,41,60,7,0,17,24,181
jonesed02,2005,Eddie Jones,SF,33,MIA,15,15,601,71,156,.455,32,80,.400,39,76,.513,.558,31,42,.738,10,77,87,39,18,9,22,57,205
jonesfr01,2005,Fred Jones,SG,25,IND,13,0,234,16,54,.296,9,23,.391,7,31,.226,.380,12,13,.923,1,22,23,13,8,2,15,13,53
jonesja02,2005,James Jones,SF,24,IND,13,0,214,19,46,.413,10,25,.400,9,21,.429,.522,4,9,.444,5,22,27,10,7,7,4,18,52
kiddja01,2005,Jason Kidd,PG,31,NJN,4,4,182,26,67,.388,11,30,.367,15,37,.405,.470,6,11,.545,10,26,36,29,10,0,9,16,69
korveky01,2005,Kyle Korver,SF,23,PHI,5,5,147,8,28,.286,7,24,.292,1,4,.250,.411,2,2,1.000,3,10,13,8,4,1,8,18,25
krstine01,2005,Nenad Krstic,PF,21,NJN,4,4,154,27,48,.563,0,0,,27,48,.563,.563,19,24,.792,10,20,30,7,1,2,6,20,73
laettch01,2005,Christian Laettner,PF,35,MIA,13,0,136,12,24,.500,0,1,.000,12,23,.522,.500,5,6,.833,3,22,25,7,4,0,6,17,29
lafrera01,2005,Raef LaFrentz,PF,28,BOS,7,7,185,16,41,.390,8,16,.500,8,25,.320,.488,8,10,.800,6,28,34,8,6,12,7,27,48
lewisra02,2005,Rashard Lewis,SF,25,SEA,8,8,312,43,106,.406,5,25,.200,38,81,.469,.429,44,50,.880,11,32,43,13,3,3,16,25,135
mariosh01,2005,Shawn Marion,PF,26,PHO,15,15,635,108,223,.484,18,43,.419,90,180,.500,.525,30,39,.769,46,131,177,23,21,26,21,47,264
martike01,2005,Kenyon Martin,PF,27,DEN,5,5,164,27,58,.466,0,1,.000,27,57,.474,.466,8,13,.615,7,21,28,6,5,5,7,22,62
masseto01,2005,Tony Massenburg,PF,37,SAS,9,0,28,1,6,.167,0,0,,1,6,.167,.167,1,2,.500,4,7,11,0,0,0,0,2,3
mccarwa01,2005,Walter McCarty,PF,30,PHO,8,0,55,2,9,.222,2,6,.333,0,3,.000,.333,0,2,.000,0,6,6,3,2,2,1,13,6
mcdyean01,2005,Antonio McDyess,PF,30,DET,25,0,494,88,181,.486,0,0,,88,181,.486,.486,25,36,.694,46,101,147,19,14,23,25,78,201
mcgratr01,2005,Tracy McGrady,SF,25,HOU,7,7,301,78,171,.456,17,46,.370,61,125,.488,.506,42,51,.824,12,40,52,47,11,10,26,20,215
mckieaa01,2005,Aaron McKie,SG,32,PHI,5,0,85,3,7,.429,1,3,.333,2,4,.500,.500,0,0,,1,11,12,5,4,0,1,9,7
milicda01,2005,Darko Milicic,C,19,DET,9,0,21,2,7,.286,0,0,,2,7,.286,.286,1,1,1.000,1,3,4,1,0,1,1,3,5
millean02,2005,Andre Miller,PG,28,DEN,5,5,184,28,66,.424,2,4,.500,26,62,.419,.439,23,32,.719,9,17,26,26,10,1,12,22,81
millebr01,2005,Brad Miller,C,28,SAC,5,4,139,23,40,.575,0,2,.000,23,38,.605,.575,10,14,.714,8,11,19,16,1,3,9,21,56
millemi01,2005,Mike Miller,SF,24,MEM,4,4,110,18,37,.486,8,17,.471,10,20,.500,.595,4,4,1.000,0,10,10,11,0,3,5,7,48
millere01,2005,Reggie Miller,SG,39,IND,13,13,430,62,143,.434,21,66,.318,41,77,.532,.507,48,51,.941,4,36,40,20,10,1,21,28,193
mingya01,2005,Yao Ming,C,24,HOU,7,7,220,55,84,.655,0,0,,55,84,.655,.655,40,55,.727,23,31,54,5,2,19,19,31,150
moblecu01,2005,Cuttino Mobley,SG,29,SAC,5,5,159,31,70,.443,7,25,.280,24,45,.533,.493,5,7,.714,4,10,14,9,6,2,6,13,74
mohamna01,2005,Nazr Mohammed,C,27,SAS,23,23,528,66,125,.528,1,1,1.000,65,124,.524,.532,30,47,.638,75,79,154,8,14,23,24,65,163
mournal01,2005,Alonzo Mourning,C,34,MIA,15,2,254,31,44,.705,0,0,,31,44,.705,.705,29,52,.558,21,51,72,5,5,33,22,49,91
murraro01,2005,Ronald Murray,SG,25,SEA,4,0,62,4,19,.211,0,2,.000,4,17,.235,.211,4,7,.571,2,4,6,5,0,2,2,8,12
mutomdi01,2005,Dikembe Mutombo,C,38,HOU,7,0,101,6,11,.545,0,0,,6,11,.545,.545,10,13,.769,11,24,35,2,2,7,7,15,22
najered01,2005,Eduardo Najera,PF,28,DEN,2,0,13,0,2,.000,0,0,,0,2,.000,.000,0,0,,1,1,2,1,0,0,1,1,0
nashst01,2005,Steve Nash,PG,30,PHO,15,15,610,140,269,.520,21,54,.389,119,215,.553,.559,57,62,.919,9,63,72,170,14,3,70,36,358
nestera01,2005,Rasho Nesterovic,C,28,SAS,15,0,114,5,12,.417,0,0,,5,12,.417,.417,0,2,.000,11,15,26,2,1,5,4,16,10
nocioan01,2005,Andres Nocioni,SF,25,CHI,6,6,202,27,67,.403,6,17,.353,21,50,.420,.448,17,23,.739,8,41,49,14,1,6,11,20,77
norrimo01,2005,Moochie Norris,PG,31,HOU,2,0,7,0,1,.000,0,0,,0,1,.000,.000,0,0,,0,0,0,0,0,0,0,0,0
nowitdi01,2005,Dirk Nowitzki,PF,26,DAL,13,13,551,103,256,.402,10,30,.333,93,226,.412,.422,92,111,.829,25,106,131,43,18,21,33,42,308
onealje01,2005,Jermaine O'Neal,PF,26,IND,13,13,476,77,211,.365,0,3,.000,77,208,.370,.365,54,72,.750,21,83,104,29,7,34,36,48,208
onealsh01,2005,Shaquille O'Neal,C,32,MIA,13,13,431,101,181,.558,0,0,,101,181,.558,.558,50,106,.472,19,83,102,25,5,19,42,52,252
ostergr01,2005,Greg Ostertag,C,31,SAC,2,0,26,3,3,1.000,0,0,,3,3,1.000,1.000,0,0,,4,5,9,0,1,2,2,4,6
outlabo01,2005,Bo Outlaw,PF,33,PHO,1,0,2,0,1,.000,0,0,,0,1,.000,.000,0,0,,0,0,0,1,1,0,0,0,0
padgesc01,2005,Scott Padgett,PF,28,HOU,7,4,109,9,24,.375,5,12,.417,4,12,.333,.479,2,2,1.000,9,10,19,4,3,2,3,18,25
pargoja01,2005,Jannero Pargo,PG,25,CHI,5,0,76,18,51,.353,13,32,.406,5,19,.263,.480,3,5,.600,1,4,5,10,3,0,8,14,52
parketo01,2005,Tony Parker,PG,22,SAS,23,23,858,166,366,.454,9,48,.188,157,318,.494,.466,55,87,.632,13,53,66,100,17,2,71,69,396
paytoga01,2005,Gary Payton,PG,36,BOS,7,7,239,33,74,.446,1,14,.071,32,60,.533,.453,5,6,.833,8,21,29,32,6,1,11,10,72
peelean01,2005,Anthony Peeler,SG,35,WAS,7,0,43,1,9,.111,0,3,.000,1,6,.167,.111,2,2,1.000,0,7,7,3,1,0,3,4,4
perkike01,2005,Kendrick Perkins,C,20,BOS,6,0,28,4,5,.800,0,0,,4,5,.800,.800,1,3,.333,3,3,6,0,0,3,3,7,9
persowe01,2005,Wesley Person,SF,33,DEN,4,0,54,6,14,.429,3,8,.375,3,6,.500,.536,0,0,,1,0,1,1,1,0,1,0,15
piatker01,2005,Eric Piatkowski,SG,34,CHI,5,0,66,6,19,.316,5,13,.385,1,6,.167,.447,6,7,.857,1,8,9,3,4,1,1,3,23
piercpa01,2005,Paul Pierce,SF,27,BOS,7,7,277,47,93,.505,7,27,.259,40,66,.606,.543,59,68,.868,7,47,54,32,13,10,19,18,160
planizo01,2005,Zoran Planinic,PG,22,NJN,3,0,3,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
pollasc01,2005,Scot Pollard,C,29,IND,9,0,67,6,15,.400,0,0,,6,15,.400,.400,1,2,.500,4,7,11,1,1,0,4,9,13
poseyja01,2005,James Posey,SF,28,MEM,4,0,100,11,25,.440,7,15,.467,4,10,.400,.580,10,13,.769,1,12,13,4,2,1,5,14,39
potapvi01,2005,Vitaly Potapenko,C,29,SEA,5,0,37,5,10,.500,0,0,,5,10,.500,.500,0,0,,3,4,7,0,0,0,0,8,10
princta01,2005,Tayshaun Prince,SF,24,DET,25,25,1023,133,307,.433,22,60,.367,111,247,.449,.469,48,60,.800,56,102,158,83,26,9,37,50,336
profila01,2005,Laron Profit,SF,27,WAS,3,0,5,0,2,.000,0,0,,0,2,.000,.000,0,0,,0,1,1,1,0,0,0,0,0
radmavl01,2005,Vladimir Radmanovic,PF,24,SEA,6,0,122,13,35,.371,5,21,.238,8,14,.571,.443,1,2,.500,1,17,18,3,4,3,6,9,32
reedju01,2005,Justin Reed,SF,23,BOS,6,0,22,2,6,.333,0,2,.000,2,4,.500,.333,3,4,.750,0,1,1,0,0,0,2,2,7
reineja01,2005,Jared Reiner,C,22,CHI,3,0,7,0,1,.000,0,0,,0,1,.000,.000,0,0,,2,1,3,0,0,0,1,3,0
richaqu01,2005,Quentin Richardson,SG,24,PHO,15,15,564,62,154,.403,32,82,.390,30,72,.417,.506,23,36,.639,24,53,77,25,19,3,15,53,179
ridnolu01,2005,Luke Ridnour,PG,23,SEA,11,11,378,42,107,.393,4,17,.235,38,90,.422,.411,19,20,.950,10,26,36,47,13,8,18,23,107
robincl02,2005,Clifford Robinson,PF,38,NJN,4,0,71,11,27,.407,4,14,.286,7,13,.538,.481,2,2,1.000,2,8,10,5,3,1,0,20,28
robingl01,2005,Glenn Robinson,SF,32,SAS,13,0,113,16,45,.356,3,10,.300,13,35,.371,.389,15,17,.882,2,19,21,1,3,7,6,20,50
rogerro01,2005,Rodney Rogers,PF,33,PHI,4,0,49,6,13,.462,3,8,.375,3,5,.600,.577,5,7,.714,0,4,4,1,0,2,1,4,20
ruffimi01,2005,Michael Ruffin,C,28,WAS,9,0,156,7,10,.700,0,0,,7,10,.700,.700,9,16,.563,15,22,37,9,3,3,4,33,23
russebr01,2005,Bryon Russell,SF,34,DEN,3,0,9,0,1,.000,0,1,.000,0,0,,.000,3,3,1.000,0,0,0,0,0,0,0,0,3
salmojo01,2005,John Salmons,SG,25,PHI,2,0,4,0,0,,0,0,,0,0,,,0,0,,0,0,0,1,0,0,0,0,0
scalabr01,2005,Brian Scalabrine,PF,26,NJN,4,3,61,2,11,.182,1,4,.250,1,7,.143,.227,4,4,1.000,2,5,7,2,1,2,4,6,9
skinnbr01,2005,Brian Skinner,C,28,SAC,4,1,47,4,8,.500,0,0,,4,8,.500,.500,0,0,,6,5,11,2,2,4,5,5,8
smithja01,2005,Jabari Smith,PF,27,NJN,3,0,4,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,2,0
smithst01,2005,Steve Smith,SG,35,MIA,3,0,8,0,2,.000,0,0,,0,2,.000,.000,0,0,,0,0,0,0,0,0,0,0,0
songada01,2005,Darius Songaila,PF,26,SAC,5,0,75,8,19,.421,0,0,,8,19,.421,.421,4,5,.800,6,8,14,3,2,1,2,14,20
stackje01,2005,Jerry Stackhouse,SG,30,DAL,13,0,403,68,176,.386,16,40,.400,52,136,.382,.432,57,66,.864,20,33,53,30,8,3,21,22,209
stojape01,2005,Peja Stojakovic,SF,27,SAC,5,5,203,39,83,.470,11,30,.367,28,53,.528,.536,21,22,.955,6,20,26,7,4,1,2,15,110
stoudam01,2005,Amar'e Stoudemire,C,22,PHO,15,15,601,153,284,.539,0,3,.000,153,281,.544,.539,143,183,.781,60,100,160,18,10,30,47,59,449
surabo01,2005,Bob Sura,PG,31,HOU,7,7,182,20,46,.435,7,13,.538,13,33,.394,.511,8,12,.667,6,21,27,14,7,0,11,15,55
swiftst01,2005,Stromile Swift,PF,25,MEM,3,0,48,12,20,.600,0,0,,12,20,.600,.600,4,7,.571,7,7,14,1,1,0,2,3,28
terryja01,2005,Jason Terry,PG,27,DAL,13,13,501,81,160,.506,27,55,.491,54,105,.514,.591,38,43,.884,9,45,54,60,17,7,30,28,227
thomabi01,2005,Billy Thomas,SF,29,NJN,2,0,2,0,1,.000,0,0,,0,1,.000,.000,0,0,,0,0,0,0,0,0,0,0,0
