ID,Year,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PIR
powelno01,2016,Norman Powell,SG,22,TOR,18,3.0,206,27,70,0.386,7,26,0.26899999999999996,20,44,0.455,0.436,7,8,0.875,4,23,27,6,13,2,5,18,68,49
prigipa01,2016,Pablo Prigioni,PG,38,LAC,5,0.0,26,0,5,0.0,0,2,0.0,0,3,0.0,0.0,0,0,,2,1,3,7,0,0,3,8,0,-6
randoza01,2016,Zach Randolph,PF,34,MEM,4,4.0,120,23,62,0.371,0,0,,23,62,0.371,0.371,6,7,0.857,15,20,35,7,1,0,7,10,52,38
redicjj01,2016,J.J. Redick,SG,31,LAC,6,6.0,166,34,79,0.43,11,31,0.355,23,48,0.479,0.5,2,3,0.667,1,11,12,5,1,1,5,11,81,38
richajo01,2016,Josh Richardson,SG,22,MIA,14,0.0,387,33,89,0.371,17,46,0.37,16,43,0.37200000000000005,0.466,10,14,0.7140000000000001,10,40,50,22,6,13,12,37,93,75
riverau01,2016,Austin Rivers,SG,23,LAC,6,2.0,144,26,61,0.426,4,17,0.235,22,44,0.5,0.45899999999999996,6,9,0.667,4,12,16,16,3,0,7,12,62,40
roberan03,2016,Andre Roberson,SG,24,OKC,18,18.0,471,40,86,0.465,12,37,0.324,28,49,0.5710000000000001,0.535,8,20,0.4,25,76,101,14,23,19,11,45,100,143
roberbr01,2016,Brian Roberts,PG,30,POR,10,0.0,36,2,9,0.222,0,4,0.0,2,5,0.4,0.222,4,6,0.667,1,0,1,3,0,0,1,5,8,-3
robingl02,2016,Glenn Robinson,SF,22,IND,4,0.0,10,3,4,0.75,0,0,,3,4,0.75,0.75,1,1,1.0,0,0,0,0,0,1,0,0,7,7
rosste01,2016,Terrence Ross,SF,24,TOR,20,0.0,335,46,119,0.387,21,64,0.32799999999999996,25,55,0.455,0.475,13,20,0.65,4,28,32,11,13,5,16,28,126,63
roziete01,2016,Terry Rozier,PG,21,BOS,5,0.0,99,9,23,0.391,4,11,0.364,5,12,0.41700000000000004,0.478,2,2,1.0,3,14,17,6,1,3,2,5,24,30
rushbr01,2016,Brandon Rush,SG,30,GSW,14,0.0,110,9,20,0.45,4,12,0.33299999999999996,5,8,0.625,0.55,1,2,0.5,0,23,23,3,2,2,2,9,23,30
schrode01,2016,Dennis Schroder,PG,22,ATL,10,0.0,191,47,104,0.452,12,35,0.34299999999999997,35,69,0.507,0.51,11,13,0.846,6,13,19,36,4,1,21,24,117,73
scolalu01,2016,Luis Scola,PF,35,TOR,11,9.0,140,8,31,0.258,4,21,0.19,4,10,0.4,0.32299999999999995,8,11,0.727,2,16,18,7,3,0,5,22,28,3
scottmi01,2016,Mike Scott,PF,27,ATL,10,0.0,161,25,40,0.625,8,16,0.5,17,24,0.708,0.725,7,8,0.875,5,27,32,5,3,3,8,20,65,64
sefolth01,2016,Thabo Sefolosha,SF,31,ATL,10,2.0,203,22,46,0.478,7,19,0.368,15,27,0.556,0.5539999999999999,8,15,0.5329999999999999,8,33,41,17,10,6,10,17,59,75
shumpim01,2016,Iman Shumpert,SG,25,CLE,21,0.0,367,25,60,0.41700000000000004,13,34,0.382,12,26,0.462,0.525,7,11,0.636,10,37,47,17,10,3,13,36,70,59
simmojo02,2016,Jonathon Simmons,SG,26,SAS,3,0.0,26,4,10,0.4,2,3,0.667,2,7,0.28600000000000003,0.5,1,2,0.5,3,1,4,2,2,0,1,4,11,7
singlky01,2016,Kyle Singler,SF,27,OKC,6,0.0,51,3,9,0.33299999999999996,2,4,0.5,1,5,0.2,0.444,0,2,0.0,1,6,7,0,1,0,0,4,8,4
smartma01,2016,Marcus Smart,PG,21,BOS,6,1.0,193,22,60,0.36700000000000005,11,32,0.344,11,28,0.39299999999999996,0.45799999999999996,17,21,0.81,8,19,27,18,10,5,15,17,72,58
smithjr01,2016,J.R. Smith,SG,30,CLE,21,21.0,730,82,188,0.436,65,151,0.43,17,37,0.45899999999999996,0.609,13,21,0.619,7,60,67,29,26,5,11,55,242,189
smithjo03,2016,Josh Smith,PF,30,HOU,4,0.0,38,6,13,0.462,4,8,0.5,2,5,0.4,0.615,0,2,0.0,1,1,2,4,1,1,5,7,16,3
speigma01,2016,Marreese Speights,C,28,GSW,24,0.0,201,46,118,0.39,18,43,0.419,28,75,0.373,0.466,24,31,0.774,15,32,47,11,3,8,20,43,134,61
stephla01,2016,Lance Stephenson,SF,25,MEM,4,0.0,95,23,44,0.523,2,5,0.4,21,39,0.5379999999999999,0.545,4,5,0.8,1,5,6,7,1,0,3,10,52,31
stoudam01,2016,Amar'e Stoudemire,C,33,MIA,9,2.0,82,11,19,0.579,0,0,,11,19,0.579,0.579,8,8,1.0,3,10,13,0,5,3,9,14,30,20
stuckro01,2016,Rodney Stuckey,PG,29,IND,7,0.0,125,17,43,0.395,5,10,0.5,12,33,0.364,0.45299999999999996,5,9,0.556,1,14,15,14,4,1,6,9,44,33
sullija01,2016,Jared Sullinger,PF,23,BOS,6,2.0,81,13,42,0.31,2,4,0.5,11,38,0.289,0.33299999999999996,3,4,0.75,10,17,27,7,1,0,6,16,31,14
teaguje01,2016,Jeff Teague,PG,27,ATL,10,10.0,279,46,121,0.38,9,36,0.25,37,85,0.435,0.41700000000000004,44,52,0.846,3,16,19,62,6,2,25,30,145,96
terryja01,2016,Jason Terry,SG,38,HOU,5,0.0,124,13,38,0.342,6,19,0.316,7,19,0.368,0.42100000000000004,3,3,1.0,1,10,11,6,2,1,3,13,35,14
thomais02,2016,Isaiah Thomas,PG,26,BOS,6,6.0,220,47,119,0.395,13,46,0.28300000000000003,34,73,0.466,0.45,38,47,0.809,2,16,18,30,4,5,14,18,145,89
thompja02,2016,Jason Thompson,C,29,TOR,10,0.0,55,4,9,0.444,0,1,0.0,4,8,0.5,0.444,0,3,0.0,6,5,11,1,0,1,1,6,8,6
thompkl01,2016,Klay Thompson,SG,25,GSW,24,24.0,849,201,453,0.444,98,231,0.424,103,222,0.46399999999999997,0.552,82,96,0.8540000000000001,15,73,88,54,26,9,47,53,582,393
thomptr01,2016,Tristan Thompson,PF,24,CLE,21,21.0,622,49,93,0.527,0,0,,49,93,0.527,0.527,42,73,0.575,86,102,188,15,8,18,17,55,140,222
tollian01,2016,Anthony Tolliver,PF,30,DET,3,0.0,26,2,4,0.5,0,2,0.0,2,2,1.0,0.5,0,0,,1,3,4,1,0,1,0,0,4,8
turneev01,2016,Evan Turner,SG,27,BOS,6,4.0,214,31,85,0.365,3,14,0.214,28,71,0.39399999999999996,0.382,14,18,0.778,8,26,34,27,8,6,17,19,79,60
turnemy01,2016,Myles Turner,C,19,IND,7,4.0,197,33,71,0.465,0,2,0.0,33,69,0.478,0.465,6,9,0.667,16,29,45,3,2,23,12,24,72,68
valanjo01,2016,Jonas Valanciunas,C,23,TOR,12,10.0,321,68,120,0.5670000000000001,0,0,,68,120,0.5670000000000001,0.5670000000000001,29,39,0.7440000000000001,48,81,129,11,10,14,18,32,165,217
varejan01,2016,Anderson Varejao,C,33,GSW,17,0.0,93,5,14,0.35700000000000004,0,0,,5,14,0.35700000000000004,0.35700000000000004,10,19,0.526,12,9,21,13,2,2,2,17,20,21
villach01,2016,Charlie Villanueva,PF,31,DAL,4,0.0,20,3,12,0.25,1,5,0.2,2,7,0.28600000000000003,0.292,2,2,1.0,0,2,2,1,0,0,1,2,9,0
vonleno01,2016,Noah Vonleh,PF,20,POR,6,0.0,12,0,3,0.0,0,0,,0,3,0.0,0.0,0,0,,1,3,4,2,2,0,0,1,0,4
wadedw01,2016,Dwyane Wade,SG,34,MIA,14,14.0,473,119,254,0.469,12,23,0.522,107,231,0.46299999999999997,0.49200000000000005,50,64,0.7809999999999999,12,67,79,60,11,13,38,22,300,254
waitedi01,2016,Dion Waiters,SG,24,OKC,18,0.0,491,55,132,0.41700000000000004,21,56,0.375,34,76,0.447,0.496,20,30,0.667,6,41,47,42,10,3,20,42,151,104
walkeke02,2016,Kemba Walker,PG,25,CHO,7,7.0,260,56,153,0.366,14,43,0.326,42,110,0.382,0.41200000000000003,33,35,0.943,3,18,21,28,9,4,12,10,159,100
weberbr01,2016,Briante Weber,PG,23,MIA,2,0.0,6,0,1,0.0,0,0,,0,1,0.0,0.0,0,0,,0,0,0,1,1,0,0,1,0,0
westda01,2016,David West,PF,35,SAS,10,0.0,176,25,55,0.455,3,6,0.5,22,49,0.449,0.48200000000000004,5,9,0.556,13,24,37,13,6,7,7,19,58,61
westbru01,2016,Russell Westbrook,PG,27,OKC,18,18.0,674,159,393,0.405,34,105,0.324,125,288,0.434,0.44799999999999995,116,140,0.8290000000000001,41,83,124,198,46,2,78,43,468,459
whiteha01,2016,Hassan Whiteside,C,26,MIA,10,10.0,291,47,69,0.6809999999999999,0,0,,47,69,0.6809999999999999,0.6809999999999999,26,44,0.591,26,83,109,3,8,28,13,34,120,181
wilcocj01,2016,C.J. Wilcox,SG,25,LAC,2,0.0,7,0,1,0.0,0,0,,0,1,0.0,0.0,0,0,,0,1,1,1,0,0,0,1,0,0
willide01,2016,Deron Williams,PG,31,DAL,3,3.0,49,6,18,0.33299999999999996,3,7,0.429,3,11,0.273,0.41700000000000004,0,0,,0,2,2,8,1,0,7,6,15,1
willima02,2016,Marvin Williams,PF,29,CHO,7,7.0,228,14,51,0.275,6,17,0.353,8,34,0.235,0.33299999999999996,2,4,0.5,7,41,48,6,6,3,2,11,36,47
willima01,2016,Mo Williams,PG,33,CLE,13,0.0,68,8,28,0.28600000000000003,3,13,0.231,5,15,0.33299999999999996,0.33899999999999997,1,2,0.5,0,6,6,3,4,0,10,8,20,-6
winslju01,2016,Justise Winslow,SF,19,MIA,13,2.0,330,32,74,0.43200000000000005,5,18,0.278,27,56,0.48200000000000004,0.466,21,30,0.7,17,46,63,8,8,4,12,35,90,75
wrighde01,2016,Delon Wright,PG,23,TOR,9,0.0,41,3,10,0.3,0,1,0.0,3,9,0.33299999999999996,0.3,8,13,0.615,1,3,4,3,3,0,2,2,14,8
wrighdo01,2016,Dorell Wright,SF,30,MIA,5,0.0,19,5,10,0.5,2,5,0.4,3,5,0.6,0.6,4,4,1.0,0,6,6,2,0,0,0,2,16,17
youngja01,2016,James Young,SG,20,BOS,3,0.0,10,1,3,0.33299999999999996,0,1,0.0,1,2,0.5,0.33299999999999996,0,0,,0,0,0,0,0,0,1,1,2,-2
youngjo01,2016,Joe Young,PG,23,IND,4,0.0,10,3,8,0.375,1,4,0.25,2,4,0.5,0.43799999999999994,2,2,1.0,0,1,1,1,0,0,2,3,9,1
zelleco01,2016,Cody Zeller,C,23,CHO,7,2.0,137,21,38,0.5529999999999999,0,0,,21,38,0.5529999999999999,0.5529999999999999,17,21,0.81,9,28,37,2,1,3,7,20,59,54
zellety01,2016,Tyler Zeller,C,26,BOS,3,0.0,38,7,15,0.467,0,0,,7,15,0.467,0.467,4,6,0.667,4,11,15,2,0,2,2,1,18,24
abrinal01,2017,Alex Abrines,SG,23,OKC,5,0.0,80,8,23,0.348,5,17,0.294,3,6,0.5,0.457,3,4,0.75,2,7,9,4,0,0,0,8,24,13
adamsst01,2017,Steven Adams,C,23,OKC,5,5.0,157,18,28,0.643,0,0,,18,28,0.643,0.643,4,11,0.364,17,17,34,7,6,9,4,14,40,61
aldrila01,2017,LaMarcus Aldridge,PF,31,SAS,16,16.0,537,110,240,0.45799999999999996,2,14,0.14300000000000002,108,226,0.478,0.46299999999999997,42,55,0.764,43,76,119,24,10,16,28,41,264,221
allenla01,2017,Lavoy Allen,PF,27,IND,3,0.0,11,0,0,,0,0,,0,0,,,0,0,,0,2,2,0,0,0,1,0,0,1
aminual01,2017,Al-Farouq Aminu,PF,26,POR,4,0.0,113,17,37,0.45899999999999996,7,17,0.41200000000000003,10,20,0.5,0.5539999999999999,7,11,0.636,5,21,26,4,3,4,9,9,48,43
anderky01,2017,Kyle Anderson,SF,23,SAS,15,1.0,195,36,64,0.563,3,10,0.3,33,54,0.611,0.586,8,11,0.727,12,34,46,25,10,2,7,8,83,120
anderry01,2017,Ryan Anderson,PF,28,HOU,11,9.0,336,36,92,0.391,17,60,0.28300000000000003,19,32,0.594,0.484,14,16,0.875,15,42,57,7,4,2,9,24,103,82
antetgi01,2017,Giannis Antetokounmpo,SF,22,MIL,6,6.0,243,60,112,0.536,4,10,0.4,56,102,0.5489999999999999,0.5539999999999999,25,46,0.5429999999999999,10,47,57,24,13,10,20,21,149,139
anthojo01,2017,Joel Anthony,C,34,SAS,3,0.0,15,3,4,0.75,0,0,,3,4,0.75,0.75,0,1,0.0,2,2,4,0,0,2,1,2,6,7
arizatr01,2017,Trevor Ariza,SF,31,HOU,11,11.0,413,41,97,0.423,23,61,0.377,18,36,0.5,0.541,13,14,0.929,8,48,56,23,14,2,9,25,118,122
baldwwa01,2017,Wade Baldwin,PG,20,MEM,3,0.0,12,0,1,0.0,0,0,,0,1,0.0,0.0,2,2,1.0,1,3,4,2,0,0,0,3,2,4
barnema02,2017,Matt Barnes,SF,36,GSW,12,0.0,61,4,15,0.267,1,8,0.125,3,7,0.429,0.3,0,0,,0,9,9,7,2,0,3,9,9,4
bassbr01,2017,Brandon Bass,PF,31,LAC,1,0.0,4,1,3,0.33299999999999996,0,0,,1,3,0.33299999999999996,0.33299999999999996,0,0,,1,0,1,0,1,0,0,0,2,2
bazemke01,2017,Kent Bazemore,SF,27,ATL,6,0.0,150,21,53,0.396,7,24,0.292,14,29,0.483,0.462,10,14,0.7140000000000001,4,19,23,20,4,5,16,15,59,44
bealbr01,2017,Bradley Beal,SG,23,WAS,13,13.0,505,122,259,0.47100000000000003,29,101,0.287,93,158,0.589,0.527,50,61,0.82,15,29,44,35,21,8,27,38,323,218
beaslmi01,2017,Michael Beasley,PF,28,MIL,4,0.0,48,7,20,0.35,3,5,0.6,4,15,0.267,0.425,0,4,0.0,2,7,9,1,1,1,2,8,17,2
bertada01,2017,Davis Bertans,PF,24,SAS,13,0.0,112,12,27,0.444,8,20,0.4,4,7,0.5710000000000001,0.593,4,6,0.667,5,15,20,3,3,4,6,7,36,36
beverpa01,2017,Patrick Beverley,SG,28,HOU,11,11.0,325,45,109,0.413,21,52,0.40399999999999997,24,57,0.42100000000000004,0.509,11,14,0.7859999999999999,21,40,61,33,16,2,18,38,122,111
bogdabo02,2017,Bojan Bogdanovic,SF,27,WAS,13,0.0,264,36,87,0.414,16,45,0.35600000000000004,20,42,0.47600000000000003,0.506,27,32,0.8440000000000001,10,46,56,9,6,1,8,17,115,106
bolomjo01,2017,Joel Bolomboy,PF,23,UTA,2,0.0,9,2,3,0.667,0,0,,2,3,0.667,0.667,0,0,,0,2,2,0,0,1,0,0,4,6
bradlav01,2017,Avery Bradley,SG,26,BOS,18,18.0,645,120,272,0.441,40,114,0.35100000000000003,80,158,0.506,0.515,21,27,0.778,18,53,71,41,23,3,31,40,301,210
brogdma01,2017,Malcolm Brogdon,SG,24,MIL,6,6.0,183,22,55,0.4,10,21,0.47600000000000003,12,34,0.353,0.491,0,0,,3,23,26,21,3,2,12,12,54,49
brookaa01,2017,Aaron Brooks,PG,32,IND,1,0.0,7,2,3,0.667,1,2,0.5,1,1,1.0,0.833,0,0,,0,1,1,1,0,0,1,0,5,5
brownbo02,2017,Bobby Brown,PG,32,HOU,5,0.0,22,10,20,0.5,5,11,0.455,5,9,0.556,0.625,0,0,,0,2,2,1,0,0,0,1,25,17
brownja02,2017,Jaylen Brown,SF,20,BOS,17,0.0,215,34,71,0.479,5,23,0.217,29,48,0.604,0.514,12,18,0.667,12,24,36,13,6,2,13,26,85,60
burketr01,2017,Trey Burke,PG,24,WAS,3,0.0,20,0,4,0.0,0,2,0.0,0,2,0.0,0.0,0,0,,0,0,0,5,0,0,0,2,0,-1
butleji01,2017,Jimmy Butler,SF,27,CHI,6,6.0,239,46,108,0.426,6,23,0.261,40,85,0.47100000000000003,0.45399999999999996,38,47,0.809,9,35,44,26,10,5,15,10,136,125
caldejo01,2017,Jose Calderon,PG,35,ATL,6,0.0,75,11,23,0.478,4,12,0.33299999999999996,7,11,0.636,0.565,0,0,,2,6,8,13,2,1,4,9,26,25
canaais01,2017,Isaiah Canaan,SG,25,CHI,3,2.0,95,13,26,0.5,5,14,0.35700000000000004,8,12,0.667,0.596,4,6,0.667,0,4,4,4,3,0,5,6,35,20
capelca01,2017,Clint Capela,C,22,HOU,11,11.0,286,46,82,0.561,0,1,0.0,46,81,0.568,0.561,24,39,0.615,26,70,96,12,8,28,8,28,116,173
carrode01,2017,DeMarre Carroll,SF,30,TOR,10,7.0,155,15,37,0.405,7,22,0.318,8,15,0.5329999999999999,0.5,5,9,0.556,4,23,27,5,8,5,5,13,42,43
cartevi01,2017,Vince Carter,SF,40,MEM,6,6.0,195,20,42,0.47600000000000003,8,20,0.4,12,22,0.545,0.5710000000000001,7,7,1.0,4,16,20,9,2,0,10,15,55,39
cartemi01,2017,Michael Carter-Williams,PG,25,CHI,5,0.0,53,6,15,0.4,0,1,0.0,6,14,0.429,0.4,2,4,0.5,1,3,4,6,2,1,6,6,14,4
chrisse01,2017,Semaj Christon,PG,24,OKC,2,0.0,21,2,5,0.4,1,3,0.33299999999999996,1,2,0.5,0.5,0,0,,0,3,3,5,1,0,0,1,5,10
clarkia01,2017,Ian Clark,SG,25,GSW,16,0.0,219,40,79,0.506,13,36,0.361,27,43,0.628,0.589,16,17,0.941,4,22,26,11,6,0,11,17,109,84
coleno01,2017,Norris Cole,PG,28,OKC,4,0.0,25,2,8,0.25,1,4,0.25,1,4,0.25,0.313,0,0,,0,1,1,1,0,1,2,4,5,-4
conlemi01,2017,Mike Conley,PG,29,MEM,6,6.0,224,50,103,0.485,17,38,0.447,33,65,0.508,0.568,31,37,0.838,1,19,20,42,10,3,12,11,148,141
connapa01,2017,Pat Connaughton,SG,24,POR,3,0.0,24,2,9,0.222,0,6,0.0,2,3,0.667,0.222,3,3,1.0,1,6,7,4,0,0,0,0,7,11
crabbal01,2017,Allen Crabbe,SG,24,POR,4,0.0,92,9,24,0.375,3,13,0.231,6,11,0.545,0.43799999999999994,1,3,0.33299999999999996,0,12,12,2,1,0,1,9,22,10
crawfja01,2017,Jamal Crawford,SG,36,LAC,7,0.0,196,35,83,0.42200000000000004,6,25,0.24,29,58,0.5,0.45799999999999996,12,12,1.0,2,7,9,13,4,1,9,12,88,46
crowdja01,2017,Jae Crowder,SF,26,BOS,18,18.0,596,87,200,0.435,31,88,0.35200000000000004,56,112,0.5,0.513,40,48,0.833,20,95,115,48,19,6,12,52,245,248
curryst01,2017,Stephen Curry,PG,28,GSW,17,17.0,601,151,312,0.484,72,172,0.419,79,140,0.564,0.599,103,114,0.904,22,84,106,114,34,4,58,37,477,468
danietr01,2017,Troy Daniels,SG,25,MEM,6,0.0,68,3,9,0.33299999999999996,3,9,0.33299999999999996,0,0,,0.5,0,0,,1,4,5,2,2,0,2,1,9,9
davisde01,2017,Deyonta Davis,C,20,MEM,3,0.0,11,3,5,0.6,0,0,,3,5,0.6,0.6,1,2,0.5,2,3,5,0,0,0,0,2,7,7
dedmode01,2017,Dewayne Dedmon,C,27,SAS,12,3.0,97,14,23,0.609,0,0,,14,23,0.609,0.609,17,32,0.531,21,26,47,3,2,3,8,16,45,52
dekkesa01,2017,Sam Dekker,PF,22,HOU,4,0.0,31,3,12,0.25,3,6,0.5,0,6,0.0,0.375,0,0,,5,5,10,1,1,1,0,2,9,11
delanma01,2017,Malcolm Delaney,PG,27,ATL,1,0.0,3,3,3,1.0,1,1,1.0,2,2,1.0,1.167,1,2,0.5,0,1,1,0,0,0,0,0,8,8
dellama01,2017,Matthew Dellavedova,PG,26,MIL,6,0.0,159,16,41,0.39,6,16,0.375,10,25,0.4,0.46299999999999997,8,10,0.8,1,11,12,12,1,0,7,5,46,32
derozde01,2017,DeMar DeRozan,SG,27,TOR,10,10.0,373,76,175,0.434,1,15,0.067,75,160,0.469,0.43700000000000006,71,80,0.888,4,45,49,34,14,0,25,26,224,162
diawbo01,2017,Boris Diaw,PF,34,UTA,11,9.0,203,24,48,0.5,6,14,0.429,18,34,0.529,0.563,9,10,0.9,3,18,21,22,7,4,14,12,63,66
dunlemi02,2017,Mike Dunleavy,SF,36,ATL,6,0.0,53,3,7,0.429,2,5,0.4,1,2,0.5,0.5710000000000001,4,4,1.0,1,4,5,2,1,0,6,3,12,7
duranke01,2017,Kevin Durant,PF,28,GSW,15,15.0,533,149,268,0.556,38,86,0.442,111,182,0.61,0.627,92,103,0.893,16,103,119,64,12,20,38,39,428,436
ellismo01,2017,Monta Ellis,SG,31,IND,4,2.0,76,8,20,0.4,2,8,0.25,6,12,0.5,0.45,4,5,0.8,1,7,8,5,2,1,4,5,22,16
ennisja01,2017,James Ennis,SF,26,MEM,6,4.0,159,16,38,0.42100000000000004,6,19,0.316,10,19,0.526,0.5,12,14,0.857,8,17,25,7,5,2,7,20,50,38
exumda01,2017,Dante Exum,PG,21,UTA,7,0.0,84,11,27,0.40700000000000003,4,12,0.33299999999999996,7,15,0.467,0.48100000000000004,6,6,1.0,2,4,6,9,5,0,3,10,32,23
favorde01,2017,Derrick Favors,PF,25,UTA,11,2.0,225,36,62,0.581,0,0,,36,62,0.581,0.581,11,23,0.478,15,45,60,10,8,6,4,25,83,100
feliccr01,2017,Cristiano Felicio,C,24,CHI,6,0.0,82,9,15,0.6,0,0,,9,15,0.6,0.6,1,2,0.5,7,19,26,2,3,2,7,16,19,22
feltora01,2017,Raymond Felton,PG,32,LAC,7,0.0,127,15,32,0.469,4,9,0.444,11,23,0.478,0.531,5,5,1.0,2,8,10,10,6,0,3,10,39,35
forbebr01,2017,Bryn Forbes,SG,23,SAS,6,0.0,73,6,21,0.28600000000000003,2,9,0.222,4,12,0.33299999999999996,0.33299999999999996,6,6,1.0,0,6,6,3,0,1,2,5,20,8
fryech01,2017,Channing Frye,C,33,CLE,12,0.0,154,31,60,0.517,20,39,0.513,11,21,0.524,0.6829999999999999,6,7,0.857,0,22,22,13,3,4,2,11,88,87
gasolma01,2017,Marc Gasol,C,32,MEM,6,6.0,240,39,83,0.47,7,12,0.583,32,71,0.451,0.512,31,33,0.9390000000000001,7,32,39,25,2,4,15,22,116,103
gasolpa01,2017,Pau Gasol,C,36,SAS,16,7.0,365,50,114,0.439,6,18,0.33299999999999996,44,96,0.45799999999999996,0.465,17,24,0.708,39,75,114,31,7,15,18,35,123,166
georgpa01,2017,Paul George,SF,26,IND,4,4.0,172,34,88,0.386,18,42,0.429,16,46,0.348,0.489,26,30,0.867,5,30,35,29,7,2,13,13,112,101
gibsota01,2017,Taj Gibson,PF,31,OKC,5,5.0,118,21,35,0.6,0,0,,21,35,0.6,0.6,7,8,0.875,3,15,18,3,1,0,8,13,49,35
ginobma01,2017,Manu Ginobili,SG,39,SAS,16,1.0,284,40,97,0.41200000000000003,9,40,0.225,31,57,0.544,0.45899999999999996,17,23,0.7390000000000001,10,29,39,39,16,2,12,28,106,99
goberru01,2017,Rudy Gobert,C,24,UTA,9,9.0,246,40,63,0.635,0,0,,40,63,0.635,0.635,24,50,0.48,22,67,89,11,9,12,9,30,104,137
gordoer01,2017,Eric Gordon,SG,28,HOU,11,2.0,358,51,121,0.42100000000000004,27,70,0.386,24,51,0.47100000000000003,0.5329999999999999,13,18,0.722,5,38,43,22,8,6,14,20,142,112
gortama01,2017,Marcin Gortat,C,32,WAS,13,13.0,409,47,93,0.505,0,0,,47,93,0.505,0.505,11,18,0.611,52,91,143,24,5,20,17,40,105,187
grantje01,2017,Jerami Grant,PF,22,OKC,5,0.0,111,19,31,0.613,2,6,0.33299999999999996,17,25,0.68,0.645,6,7,0.857,7,12,19,4,1,2,3,7,46,49
grantje02,2017,Jerian Grant,PG,24,CHI,5,2.0,52,6,23,0.261,1,9,0.111,5,14,0.35700000000000004,0.28300000000000003,3,3,1.0,0,4,4,5,2,0,7,3,16,0
greenda02,2017,Danny Green,SG,29,SAS,16,16.0,436,45,111,0.405,26,76,0.342,19,35,0.5429999999999999,0.523,8,14,0.5710000000000001,13,44,57,23,10,15,17,30,124,110
greendr01,2017,Draymond Green,PF,26,GSW,17,17.0,593,72,161,0.447,32,78,0.41,40,83,0.48200000000000004,0.547,46,67,0.687,20,135,155,110,31,28,36,60,222,340
greenge01,2017,Gerald Green,SF,31,BOS,13,7.0,192,34,72,0.47200000000000003,21,45,0.467,13,27,0.48100000000000004,0.618,8,9,0.889,2,18,20,9,3,1,7,21,97,63
greenja01,2017,JaMychal Green,PF,26,MEM,6,2.0,118,17,36,0.47200000000000003,7,16,0.43799999999999994,10,20,0.5,0.569,3,3,1.0,3,17,20,2,0,0,4,21,44,22
griffbl01,2017,Blake Griffin,PF,27,LAC,3,3.0,99,25,51,0.49,4,6,0.667,21,45,0.467,0.529,7,7,1.0,3,15,18,7,2,1,6,2,61,55
hardati02,2017,Tim Hardaway,SG,24,ATL,6,6.0,200,27,82,0.32899999999999996,11,42,0.262,16,40,0.4,0.396,12,19,0.632,3,13,16,7,3,0,10,13,77,18
hardeja01,2017,James Harden,PG,27,HOU,11,11.0,407,90,218,0.413,32,115,0.278,58,103,0.563,0.486,101,115,0.878,7,53,60,93,21,5,59,43,313,248
harklma01,2017,Maurice Harkless,SF,23,POR,4,4.0,99,10,34,0.294,2,12,0.16699999999999998,8,22,0.364,0.324,7,8,0.875,7,6,13,3,5,5,1,14,29,15
harremo01,2017,Montrezl Harrell,C,23,HOU,5,0.0,21,1,3,0.33299999999999996,0,0,,1,3,0.33299999999999996,0.33299999999999996,3,6,0.5,1,5,6,2,0,0,2,7,5,-1
harrian01,2017,Andrew Harrison,PG,22,MEM,6,0.0,119,13,29,0.44799999999999995,5,13,0.385,8,16,0.5,0.534,8,9,0.889,4,7,11,13,3,1,3,14,39,33
hawessp01,2017,Spencer Hawes,PF,28,MIL,3,0.0,17,2,5,0.4,1,2,0.5,1,3,0.33299999999999996,0.5,0,0,,2,2,4,1,0,1,1,3,5,4
haywago01,2017,Gordon Hayward,SF,26,UTA,11,11.0,411,83,188,0.441,28,68,0.41200000000000003,55,120,0.45799999999999996,0.516,71,76,0.934,7,60,67,37,10,3,24,23,265,225
hensojo01,2017,John Henson,C,26,MIL,2,0.0,12,1,4,0.25,0,0,,1,4,0.25,0.25,1,1,1.0,2,2,4,0,1,0,1,1,3,3
hilarne01,2017,Nene Hilario,C,34,HOU,9,0.0,161,36,51,0.706,0,1,0.0,36,50,0.72,0.706,18,31,0.581,11,31,42,5,6,4,9,24,90,86
hillge01,2017,George Hill,PG,30,UTA,8,8.0,281,46,98,0.469,12,31,0.387,34,67,0.507,0.531,21,29,0.7240000000000001,8,25,33,29,2,1,13,25,125,92
hoodro01,2017,Rodney Hood,SG,24,UTA,11,0.0,277,37,105,0.35200000000000004,13,50,0.26,24,55,0.436,0.414,11,18,0.611,1,29,30,12,5,0,10,30,98,30
horfoal01,2017,Al Horford,C,30,BOS,18,18.0,610,111,190,0.584,27,52,0.519,84,138,0.609,0.655,22,29,0.759,31,87,118,97,15,14,33,33,271,363
howardw01,2017,Dwight Howard,C,31,ATL,6,6.0,157,18,36,0.5,0,0,,18,36,0.5,0.5,12,19,0.632,18,46,64,8,6,5,11,21,48,74
humphkr01,2017,Kris Humphries,PF,31,ATL,1,0.0,3,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,1,0,0,0,1
ibakase01,2017,Serge Ibaka,PF,27,TOR,10,10.0,307,60,130,0.462,12,38,0.316,48,92,0.522,0.508,11,13,0.846,9,56,65,14,4,17,11,37,143,123
